Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01
16257,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0,0,0.01,0,0.01
16258,No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0,0,0.01,0,0.01
16259,Conflict: Denied Ops,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01
16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01
16261,Championship Manager 2010,PC,2009,Sports,Eidos Interactive,0,0.01,0,0,0.01
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008,Action,D3Publisher,0,0,0.01,0,0.01
16263,Paragon,PS4,2016,Action,Epic Games,0.01,0,0,0,0.01
16264,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0,0.01
16265,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16266,Mamoru-kun wa Norowarete Shimatta!,X360,2009,Shooter,G.Rev,0,0,0.01,0,0.01
16267,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft,0,0,0.01,0,0.01
16268,Myself; Yourself,PS2,2007,Adventure,Yeti,0,0,0.01,0,0.01
16269,Kurogane Kaikitan,PSV,2015,Adventure,Minato Station,0,0,0.01,0,0.01
16270,Starry ? Sky: After Autumn,PSP,2011,Misc,Aqua Plus,0,0,0.01,0,0.01
16271,Dokuro,PSV,2012,Action,GungHo,0,0,0.01,0,0.01
16272,Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,0,0,0.01,0,0.01
16273,Smuggler's Run,GBA,2002,Racing,Rebellion,0.01,0,0,0,0.01
16274,The Humans: Meet the Ancestors!,DS,2009,Puzzle,Deep Silver,0.01,0,0,0,0.01
16275,Chaos;Head Noah,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01
16276,Battlestations: Midway,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01
16277,Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0,0.01,0,0,0.01
16278,Jan Sangoku Musou,PS2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16279,Assetto Corsa,XOne,2016,Racing,505 Games,0,0.01,0,0,0.01
16280,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,0.01,0,0.01
16281,Monster Bomber,DS,2006,Puzzle,505 Games,0.01,0,0,0,0.01
16282,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009,Misc,Tecmo Koei,0,0,0.01,0,0.01
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16284,CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,0.01,0,0,0,0.01
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006,Adventure,ChunSoft,0,0,0.01,0,0.01
16286,The Chronicles of Riddick: Assault on Dark Athena,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01
16287,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,0.01,0.01,0,0,0.01
16288,Root Double: Before Crime After Days,X360,2012,Action,Yeti,0,0,0.01,0,0.01
16289,War for the Overworld,PC,2015,Strategy,Unknown,0,0.01,0,0,0.01
16290,TimeShift,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16291,ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort,0,0,0.01,0,0.01
16292,The Train Giant,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01
16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,2016,Adventure,Prototype,0,0,0.01,0,0.01
16294,FairlyLife: MiracleDays,PSP,2010,Adventure,Piacci,0,0,0.01,0,0.01
16295,Surf's Up,GC,2007,Sports,Ubisoft,0.01,0,0,0,0.01
16296,Jambo! Safari Animal Rescue,DS,2009,Simulation,Sega,0.01,0,0,0,0.01
16297,Death Connection Portable,PSP,2011,Adventure,Idea Factory,0,0,0.01,0,0.01
16298,Rainbow Islands: Revolution,PSP,2005,Action,Rising Star Games,0.01,0,0,0,0.01
16299,Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,0.01,0,0,0.01
16300,Rakushou! Pachi-Slot Sengen 4,PS2,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16301,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0,0,0.01,0,0.01
16302,Moe Moe 2-Ji Daisenryaku 2,PSP,2010,Strategy,System Soft,0,0,0.01,0,0.01
16303,Tsuyo Kiss 3 Portable,PSP,2012,Action,NetRevo,0,0,0.01,0,0.01
16304,Fireman Sam: Action Stations,DS,2013,Action,Avanquest Software,0,0.01,0,0,0.01
16305,Tetris Ultimate,PSV,2014,Puzzle,Ubisoft,0,0.01,0,0,0.01
16306,Durarara!! Relay,PSV,2015,Action,Kadokawa Games,0,0,0.01,0,0.01
16307,Moto Racer Advance,GBA,2002,Racing,Ubisoft,0.01,0,0,0,0.01
16308,Duel Masters: Shadow of the Code,GBA,2004,Misc,Atari,0.01,0,0,0,0.01
16309,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0,0.01
16310,Freaky Flyers,GC,N/A,Racing,Unknown,0.01,0,0,0,0.01
16311,Army Men: Air Combat - The Elite Missions,GC,2003,Shooter,3DO,0.01,0,0,0,0.01
16312,Rally Championship,GC,2003,Racing,SCi,0.01,0,0,0,0.01
16313,Happy Dance Collection,Wii,2008,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16314,Space Hulk,PSV,2015,Strategy,Funbox Media,0,0.01,0,0,0.01
16315,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0,0,0,0.01
16316,Musou Tourou,PSP,2009,Strategy,Nippon Ichi Software,0,0,0.01,0,0.01
16317,Really? Really! DS,DS,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16318,Gakuen Hetalia,DS,2012,Adventure,Idea Factory,0,0,0.01,0,0.01
16319,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01
16320,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014,Adventure,Success,0,0,0.01,0,0.01
16321,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01
16322,Period Cube: Torikago no Amadeus,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01
16323,Tringo,GBA,2006,Puzzle,Liquid Games,0.01,0,0,0,0.01
16324,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007,Misc,Ubisoft,0,0,0.01,0,0.01
16325,Binary Star,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16326,MXGP 2,PC,2016,Racing,Milestone S.r.l.,0,0.01,0,0,0.01
16327,Professional Farmer 2016,PSV,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16328,RalliSport Challenge(JP sales),XB,2002,Racing,Microsoft Game Studios,0,0,0.01,0,0.01
16329,Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01
16330,Inversion,PC,N/A,Shooter,Namco Bandai Games,0.01,0,0,0,0.01
16331,Wedding Planner: Dream Weddings Guaranteed,DS,2010,Simulation,DTP Entertainment,0,0.01,0,0,0.01
16332,Element Hunter,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16333,Ultraman Fighting Evolution 3,PS2,2004,Fighting,Banpresto,0,0,0.01,0,0.01
16334,Rondo of Swords (jp sales),DS,2007,Role-Playing,Success,0,0,0.01,0,0.01
16335,The Eye of Judgment: Legends,PSP,2010,Strategy,Sony Computer Entertainment,0,0,0.01,0,0.01
16336,Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01
16337,Greg Hastings' Tournament Paintball Max'd,PS2,2006,Shooter,Activision,0.01,0,0,0,0.01
16338,Whac-A-Mole,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16339,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008,Misc,Creative Core,0,0,0.01,0,0.01
16340,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01
16341,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01
16342,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0,0.01
16343,Grooverider: Slot Car Thunder,GC,2003,Racing,Encore,0.01,0,0,0,0.01
16344,H2O+: Footprints in the Sand,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01
16345,Fashionable Puppy: Oshare na Koinu DS,DS,2007,Simulation,MTO,0,0,0.01,0,0.01
16346,Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0,0,0.01,0,0.01
16347,Cities: Skylines Snowfall,PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01
16348,Ultimate Board Game Collection,PS2,2006,Misc,Xplosiv,0.01,0,0,0,0.01
16349,Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,0.01,0,0,0,0.01
16350,Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,0.01
16351,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,0.01,0,0,0,0.01
16352,Natsuzora no Monologue,PSP,2013,Adventure,Otomate,0,0,0.01,0,0.01
16353,Kenka Banchou Portable,PSP,2009,Action,Spike,0,0,0.01,0,0.01
16354,World Snooker Challenge 2005,PSP,2005,Sports,Sega,0,0.01,0,0,0.01
16355,Juiced 2: Hot Import Nights,PC,2007,Racing,THQ,0,0.01,0,0,0.01
16356,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01
16357,Monster Jam,PC,2007,Racing,Activision,0.01,0,0,0,0.01
16358,Icewind Dale II,PC,2002,Role-Playing,Interplay,0,0.01,0,0,0.01
16359,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009,Action,Eidos Interactive,0,0.01,0,0,0.01
16360,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015,Puzzle,Nintendo,0,0,0.01,0,0.01
16361,Ishin Renka: Ryouma Gaiden,PSP,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
16362,NHL 2K7,XB,2006,Sports,Take-Two Interactive,0.01,0,0,0,0.01
16363,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,Idea Factory,0,0,0.01,0,0.01
16364,Act of Aggression,PC,2015,Strategy,Focus Home Interactive,0,0.01,0,0,0.01
16365,Powerdrome,XB,2004,Racing,Evolved Games,0.01,0,0,0,0.01
16366,Fallout Anthology,PC,2015,Action,Bethesda Softworks,0,0.01,0,0,0.01
16367,Tropico 3: Gold Edition,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.01
16368,Survivor,Wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01
16369,Hakuouki: Shinsengumi Kitan,PS3,N/A,Adventure,Unknown,0.01,0,0,0,0.01
16370,Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,0.01
16371,Wand of Fortune,PS2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16372,Arabians Lost: The Engagement on Desert,PSP,2012,Adventure,Quinrose,0,0,0.01,0,0.01
16373,Gobliiins 4,PC,2009,Adventure,Kalypso Media,0,0.01,0,0,0.01
16374,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16375,"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,0.01,0,0,0,0.01
16376,Meru Purana,PS,1996,Strategy,Gust,0,0,0.01,0,0.01
16377,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01
16378,Colin McRae Rally 04,PC,2004,Racing,Codemasters,0,0.01,0,0,0.01
16379,Super Bubble Pop,XB,2002,Puzzle,Jaleco,0.01,0,0,0,0.01
16380,Fullmetal Alchemist: Trading Card Game,DS,2007,Misc,Destineer,0.01,0,0,0,0.01
16381,Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0,0.01,0,0,0.01
16382,Grand Prix Legends,PC,1997,Racing,Vivendi Games,0,0.01,0,0,0.01
16383,Fate/kaleid liner Prisma Illya,3DS,2014,Action,Kadokawa Games,0,0,0.01,0,0.01
16384,Hoshigami: Ruining Blue Earth Remix,DS,2007,Role-Playing,505 Games,0,0,0.01,0,0.01
16385,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010,Strategy,CyberFront,0,0,0.01,0,0.01
16386,Pilot Academy,PSP,2006,Simulation,Rising Star Games,0,0.01,0,0,0.01
16387,Poker for Dummies,PC,2008,Misc,Electronic Arts,0,0.01,0,0,0.01
16388,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0,0,0,0.01
16389,TrackMania Turbo,PC,2016,Action,Ubisoft,0,0.01,0,0,0.01
16390,Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01
16391,Sakura-Sou no Pet na Kanojo,PSV,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01
16392,WSC REAL 09: World Snooker Championship,X360,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16393,World Snooker Championship 2007,X360,2007,Sports,Sega,0,0.01,0,0,0.01
16394,Handball 16,X360,2015,Sports,Bigben Interactive,0,0.01,0,0,0.01
16395,Wand of Fortune: Mirai e no Prologue,PS2,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16396,Alone in the Dark,PC,2008,Adventure,Atari,0,0.01,0,0,0.01
16397,Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01
16398,LMA Manager 2007,X360,2006,Sports,Codemasters,0,0.01,0,0,0.01
16399,San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,0.01,0,0.01
16400,Heart no Kuni no Alice,PSP,2009,Adventure,Prototype,0,0,0.01,0,0.01
16401,Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft,0.01,0,0,0,0.01
16402,The Technomancer,PC,2016,Role-Playing,Focus Home Interactive,0,0.01,0,0,0.01
16403,Pro Evolution Soccer 2010,PC,2009,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16404,Memories Off,PSP,2008,Adventure,5pb,0,0,0.01,0,0.01
16405,Tenchu San Portable,PSP,2009,Action,From Software,0,0,0.01,0,0.01
16406,Ratchet & Clank: Full Frontal Assault,PSV,2012,Adventure,Sony Computer Entertainment,0.01,0,0,0,0.01
16407,Vitamin X,PS2,2007,Adventure,D3Publisher,0,0,0.01,0,0.01
16408,The Wild West,DS,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01
16409,The Amazing Spider-Man 2 (2014),PC,2014,Action,Activision,0,0.01,0,0,0.01
16410,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16411,Sega Rally Revo,PC,2007,Racing,Sega,0,0.01,0,0,0.01
16412,"Element Girl: Love, Fashion and Friends",DS,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01
16413,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
16414,Teenage Mutant Ninja Turtles (3DS),3DS,2013,Action,Activision,0.01,0,0,0,0.01
16415,Time Leap,X360,2009,Adventure,Prototype,0,0,0.01,0,0.01
16416,The Godfather (JP sales),X360,2006,Action,Electronic Arts,0,0,0.01,0,0.01
16417,thinkSMART: Chess for Kids,DS,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01
16418,World Heroes Anthology,PS2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16419,Chaos;Child,PS3,2015,Adventure,5pb,0,0,0.01,0,0.01
16420,th!nk Logic Trainer,Wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16421,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01
16422,Routes PE,PS2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01
16423,Winning Eleven: Pro Evolution Soccer 2007,PC,2006,Sports,Konami Digital Entertainment,0,0.01,0,0,0.01
16424,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009,Adventure,D3Publisher,0,0,0.01,0,0.01
16425,Railfan,PS3,2006,Simulation,Ongakukan,0,0,0.01,0,0.01
16426,SoniPro,3DS,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01
16427,Real Crimes: The Unicorn Killer,DS,2011,Puzzle,Unknown,0,0.01,0,0,0.01
16428,Akatsuki no Goei Trinity,PSP,2012,Adventure,5pb,0,0,0.01,0,0.01
16429,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16430,Virtua Quest,GC,N/A,Role-Playing,Unknown,0.01,0,0,0,0.01
16431,Aladdin Magic Racer,Wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01
16432,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01
16433,Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01
16434,Kamigami no Asobi InFinite,PSV,2016,Adventure,Broccoli,0,0,0.01,0,0.01
16435,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009,Adventure,CyberFront,0,0,0.01,0,0.01
16436,Clive Barker's Jericho,PC,2007,Shooter,Codemasters,0,0.01,0,0,0.01
16437,Tenjin Ranman: Happy GO Lucky!!,PSP,2010,Adventure,Russel,0,0,0.01,0,0.01
16438,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01
16439,Worms 2,PC,1997,Strategy,Microprose,0,0.01,0,0,0.01
16440,The Cages: Pro Style Batting Practice,Wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16441,Brothers Conflict: Precious Baby,PSV,2017,Action,Idea Factory,0,0,0.01,0,0.01
16442,Shin Sangoku Musou 4 Special,X360,2005,Action,Tecmo Koei,0,0,0.01,0,0.01
16443,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0,0,0.01,0,0.01
16444,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01
16445,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0,0,0.01,0,0.01
16446,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01
16447,Madagascar: Escape 2 Africa,PC,2008,Action,Activision,0.01,0,0,0,0.01
16448,Wade Hixton's Counter Punch,GBA,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01
16449,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16450,Legacy of Kain: Defiance,PC,2003,Action,Eidos Interactive,0,0.01,0,0,0.01
16451,Assassin's Creed Chronicles,XOne,2016,Action,Ubisoft,0,0.01,0,0,0.01
16452,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0,0.01,0,0,0.01
16453,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0,0.01,0,0,0.01
16454,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0,0,0.01,0,0.01
16455,Rugby League Live 3,XOne,2015,Action,Tru Blu Entertainment,0,0.01,0,0,0.01
16456,Winx Club: Saving Alfea,3DS,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01
16457,Heart no Kuni no Alice,PS2,2008,Adventure,Prototype,0,0,0.01,0,0.01
16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007,Fighting,Capcom,0,0,0.01,0,0.01
16459,Art Academy: Home Studio,WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01
16460,Juggler DS,DS,2008,Misc,Commseed,0,0,0.01,0,0.01
16461,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008,Action,Marvelous Interactive,0,0,0.01,0,0.01
16462,Rugby World Cup 2015,PC,2015,Sports,Ubisoft,0,0.01,0,0,0.01
16463,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015,Action,Unknown,0,0.01,0,0,0.01
16464,Razor Freestyle Scooter,GBA,2001,Sports,Ubisoft,0.01,0,0,0,0.01
16465,Outdoors Unleashed: Alaska 3D,3DS,2011,Sports,Mastiff,0.01,0,0,0,0.01
16466,Vitamin Y,DS,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
16467,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0.01,0.01,0,0.01
16469,Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01
16470,Memories Off #5: Togireta Film,PSP,2009,Adventure,5pb,0,0,0.01,0,0.01
16471,Exstetra,3DS,2013,Role-Playing,FuRyu,0,0,0.01,0,0.01
16472,Lucian Bee's: Resurrection Supernova,PS2,2009,Adventure,5pb,0,0,0.01,0,0.01
16473,Amnesia Later,PSV,2014,Misc,Idea Factory,0,0,0.01,0,0.01
16474,MotoGP 15,X360,2015,Racing,Milestone S.r.l.,0,0.01,0,0,0.01
16475,Azure Striker Gunvolt: Striker Pack,3DS,2016,Action,Inti Creates,0,0,0.01,0,0.01
16476,Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01
16477,Total War Attila: Tyrants & Kings,PC,2016,Strategy,Koch Media,0,0.01,0,0,0.01
16478,Space Raiders,GC,2003,Shooter,Taito,0.01,0,0,0,0.01
16479,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0,0,0.01,0,0.01
16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01
16481,Ishin no Arashi: Shippuu Ryuumeden,DS,2010,Strategy,Tecmo Koei,0,0,0.01,0,0.01
16482,Agatha Christie: Peril at End House,PC,2009,Adventure,JoWood Productions,0,0.01,0,0,0.01
16483,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0,0,0.01,0,0.01
16484,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0,0,0.01,0,0.01
16485,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0,0,0,0.01
16486,Hospital Tycoon,PC,2007,Strategy,Codemasters,0,0.01,0,0,0.01
16487,Smart Boy's Winter Wonderland,DS,2008,Misc,UFO Interactive,0.01,0,0,0,0.01
16488,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012,Action,Broccoli,0,0,0.01,0,0.01
16489,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01
16490,Slotter Mania P: Tetsuya Shinjuku vs Ueno,PSP,2010,Misc,Dorart,0,0,0.01,0,0.01
16491,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01
16492,Micro Machines V4,PS2,2006,Racing,Codemasters,0.01,0,0,0,0.01
16493,SBK Superbike World Championship,PSP,2008,Racing,Black Bean Games,0.01,0,0,0,0.01
16494,Summer Athletics,PC,2008,Sports,DTP Entertainment,0,0.01,0,0,0.01
16495,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0,0,0.01,0,0.01
16496,The Smurfs,3DS,N/A,Action,Unknown,0,0.01,0,0,0.01
16497,Legends of Oz: Dorothy's Return,3DS,2014,Puzzle,N/A,0,0.01,0,0,0.01
16498,Unending Bloody Call,PSP,2012,Action,Asgard,0,0,0.01,0,0.01
16499,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011,Strategy,System Soft,0,0,0.01,0,0.01
16500,Snood 2: On Vacation,GBA,2005,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16501,The Land Before Time: Into the Mysterious Beyond,GBA,2006,Platform,Game Factory,0.01,0,0,0,0.01
16502,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0,0,0.01,0,0.01
16503,Satomi Hakkenden: Hachi Tamanoki,PSP,2014,Adventure,Quinrose,0,0,0.01,0,0.01
16504,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010,Shooter,Activision,0.01,0,0,0,0.01
16505,Naraku no Shiro,PS2,2008,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
16506,Shinigami to Shoujo,PSP,2011,Adventure,Takuyo,0,0,0.01,0,0.01
16507,Mystereet,PS2,2006,Adventure,Yeti,0,0,0.01,0,0.01
16508,Rabbids Invasion: The Interactive TV Show,XOne,2014,Misc,Ubisoft,0,0.01,0,0,0.01
16509,Samurai Shodown: Warrios Rage,PS,1999,Fighting,SNK,0.01,0,0,0,0.01
16510,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01
16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01
16512,Trine,PC,2009,Action,Nobilis,0,0.01,0,0,0.01
16513,Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0,0,0.01,0,0.01
16514,Pony Friends 2,PC,2009,Simulation,Eidos Interactive,0,0.01,0,0,0.01
16515,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0,0,0,0.01
16516,Deal or No Deal,PC,2006,Misc,Focus Home Interactive,0,0.01,0,0,0.01
16517,National Geographic Panda (JP sales),DS,2008,Simulation,Ubisoft,0,0,0.01,0,0.01
16518,Knights in the Nightmare: DHE Series Special Pack,DS,2008,Role-Playing,Sting,0,0,0.01,0,0.01
16519,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0,0,0.01,0,0.01
16520,Teenage Mutant Ninja Turtles,Wii,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01
16521,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0,0,0,0.01
16522,Bakumatsu Rock: Ultra Soul,PSP,2014,Misc,Marvelous Interactive,0,0,0.01,0,0.01
16523,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
16524,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0,0,0.01,0,0.01
16525,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0,0,0,0.01
16526,Style Book: Cinnamoroll,DS,2006,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16527,Shirogane no Soleil: Contract to the Future - Mirai e no Keiyaku,PS2,2008,Adventure,Russel,0,0,0.01,0,0.01
16528,Blazer Drive,DS,2008,Role-Playing,Sega,0,0,0.01,0,0.01
16529,Onigokko! Portable,PSP,2013,Adventure,Alchemist,0,0,0.01,0,0.01
